	ERR990557	ERR990558	ERR990559	ERR990560
CG15771-PC	0	0	7	18
CG15767-PA	1	0	1	3
CG12239-PA	4	1	3	2
Cpr5C-PA	0	0	0	0
Prosbeta2R1-PA	0	0	0	0
CG15765-PA	13	7	9	8
CG15765-PB	13	7	9	8
CG12729-PA	0	0	0	0
CG15764-PA	0	0	0	0
CG15764-PB	0	0	0	0
CG16721-PB	34	30	42	53
CG16721-PA	34	30	42	53
CG16721-PC	34	30	42	53
CG4020-PA	31	40	93	79
CG4020-PB	31	40	93	79
CG12236-PA	6	0	11	0
CG12236-PB	101	122	62	127
Shmt-PA	359	372	330	215
Shmt-PB	22	66	0	83
Shmt-PC	22	66	0	83
Usp30-PA	49	45	49	54
Usp30-PB	49	45	49	54
mof-PA	148	175	96	129
GAA1-PA	200	246	170	246
CG15766-PA	4	8	0	2
CG3108-PA	1	1	1	1
CG3097-PA	36	21	78	33
MAPk-Ak2-PB	51	63	75	84
MAPk-Ak2-PD	51	63	75	84
MAPk-Ak2-PE	51	63	75	84
MAPk-Ak2-PF	51	63	75	84
lin-52-PA	46	36	5	28
lin-52-PB	46	36	5	28
IntS6-PA	26	25	28	24
IntS6-PB	26	25	28	24
IntS6-PC	26	25	28	24
IntS6-PD	26	25	28	24
IntS6-PE	26	25	28	24
CG32758-PA	109	71	54	76
CG32758-PD	0	23	25	0
CG32758-PC	0	0	0	39
CG33080-PA	0	31	94	21
CG33080-PB	0	0	21	0
CG33080-PC	17	7	31	30
CG33080-PD	0	0	21	0
CG3149-PA	50	63	46	67
PGAP1-PA	108	98	68	72
Tre1-PA	42	38	12	56
Tre1-PC	0	0	41	0
Tre1-PB	42	38	12	56
Rab18-PA	118	161	117	149
Sirt4-PA	2	1	0	0
Sirt4-PB	2	1	0	0
Sirt4-PC	17	11	5	14
CG3726-PA	99	0	55	90
CG3726-PB	0	86	0	0
CG12728-PA	46	45	29	58
CG12728-PB	46	45	29	58
CG32756-PA	63	63	44	74
CG32756-PB	63	63	44	74
CG6041-PA	2	12	30	8
CG32755-PA	0	1	0	1
CG6048-PA	0	1	0	3
CG6067-PA	23	23	69	35
Grip-PA	7	6	8	7
Grip-PB	20	18	24	21
Grip-PC	20	18	24	21
CG5966-PA	93	58	115	88
CG5966-PB	0	0	0	33
MCTS1-PA	30	35	10	22
MCTS1-PB	30	35	10	22
CG5937-PC	2	3	5	5
CG5937-PD	2	3	5	5
CG5921-PC	41	10	48	33
CG5921-PD	0	40	15	91
CG5921-PE	0	2	2	0
Nep1-PB	8	13	19	5
Nep1-PA	8	13	19	5
Nep1-PC	8	13	19	5
Nep1-PD	8	13	19	5
Efr-PA	17	26	29	25
Efr-PB	17	26	29	25
sqh-PA	32	28	25	26
sqh-PB	32	28	25	26
sqh-PC	32	28	25	26
sqh-PD	32	28	25	26
sqh-PE	32	28	25	26
Btnd-PA	1	7	74	14
vanin-like-PA	5	7	140	23
CG32751-PA	0	0	0	1
CG32751-PB	0	0	0	0
CG32750-PA	4	7	50	12
Mipp2-PA	121	134	57	127
raptor-PB	207	172	121	169
raptor-PC	207	172	121	169
CG4660-PA	0	0	0	1
CG4666-PA	6	14	19	12
CG4666-PB	6	14	19	12
Tsp5D-PA	1	1	0	2
Tsp5D-PB	1	1	0	2
Tsp5D-PC	0	0	5	0
rux-PA	21	26	15	18
rux-PB	21	26	15	18
mab-21-PA	3	1	0	0
CG4766-PA	0	0	1	0
fs(1)M3-PA	1498	1591	211	586
CG14445-PA	0	0	0	0
CG14445-PB	0	1	0	0
CG14445-PC	0	0	0	0
CG14445-PD	0	0	0	0
Spx-PA	20	28	11	10
CG3781-PA	17	17	16	19
Spt6-PA	645	680	492	598
Spt6-PB	645	680	492	598
wuho-PA	138	118	50	90
mldr-PA	15	19	2	7
mldr-PB	15	19	2	7
CG3815-PA	108	113	41	106
CG3823-PA	4	0	28	10
CG15894-PA	0	0	0	0
CG15894-PB	0	0	0	0
CG15894-PC	5	0	0	0
CG15894-PD	0	3	0	12
CG3842-PA	9	10	2	11
CG3842-PB	9	10	2	11
CG3842-PC	9	10	2	11
CG3842-PD	9	10	2	11
CG3847-PA	224	243	177	236
CG3918-PA	38	54	32	57
Spat-PA	19	35	107	90
dx-PA	241	200	207	266
RpL7A-PA	478	534	301	459
RpL7A-PD	478	534	301	459
RpL7A-PE	478	534	301	459
RpL7A-PF	478	534	301	459
RpL7A-PG	478	534	301	459
CG3342-PA	54	82	54	76
PpV-PA	47	71	44	63
PpV-PB	47	71	44	63
PpV-PC	47	71	44	63
PpV-PD	47	71	44	63
swa-PA	703	827	132	251
ND-B16,6-PA	14	19	15	18
ND-B16,6-PB	14	19	15	18
ND-B16,6-PC	14	19	15	18
CG12219-PA	80	89	58	120
Rpt4-PB	446	375	319	365
Top3beta-PA	96	116	84	108
Top3beta-PB	96	116	84	108
Gr21a-PA	0	3	2	1
Gr21a-PB	0	3	2	1
CG3544-PA	1	2	3	4
CG3544-PB	1	2	3	4
Nnf1b-PA	20	29	9	25
Pex12-PA	12	18	17	10
Pex12-PB	12	18	17	10
Clp-PA	46	72	19	29
dock-PA	37	38	17	28
dock-PB	21	24	28	36
dock-PC	21	24	28	36
dock-PD	21	24	28	36
kraken-PA	60	73	65	95
kraken-PB	60	73	65	95
CG13949-PA	0	1	0	1
CG13949-PB	0	1	0	1
CG13949-PC	0	1	0	1
CG13950-PA	0	0	2	0
CG13950-PB	0	0	2	0
ninaA-PA	0	0	6	0
Lsp1beta-PA	75	41	245	518
Lsp1beta-PB	75	41	245	518
GluRIIC-PD	21	12	15	18
CG15824-PB	0	0	0	1
CG15824-PC	0	0	0	1
dbe-PA	371	401	171	229
aru-PA	201	161	161	216
aru-PD	0	0	8	0
aru-PC	0	0	8	0
CG4291-PA	47	40	26	42
CG4291-PB	47	40	26	42
drongo-PC	97	36	22	107
drongo-PH	176	281	98	386
drongo-PF	15	8	25	8
drongo-PG	7	1	6	2
drongo-PI	0	0	232	7
CG3862-PA	59	54	60	82
PGAP2-PA	18	28	10	17
CG15880-PA	1	2	3	3
Saf6-PA	1	138	0	134
Saf6-PB	119	0	63	2
Pkg21D-PA	4	26	114	38
Eaat2-PA	2	1	1	1
Eaat2-PC	0	0	0	0
Eaat2-PD	2	1	1	1
lectin-21Cb-PB	0	0	0	0
Plc21C-PC	121	7	0	70
Plc21C-PD	0	0	1	166
Plc21C-PA	0	0	175	1
Plc21C-PB	0	0	175	1
Plc21C-PG	101	61	0	0
Plc21C-PH	0	95	0	0
CG33127-PA	5	13	23	25
al-PA	0	0	0	0
RpI135-PA	1087	1067	280	556
RpLP1-PA	674	945	352	760
RpLP1-PB	674	945	352	760
CG13692-PA	0	1	0	0
BBS8-PA	0	1	0	0
ex-PA	80	64	102	117
ex-PB	80	64	102	117
shv-PA	153	173	144	135
CG4133-PA	0	0	0	0
CG4133-PB	0	0	0	0
CG4133-PC	0	1	2	4
MED15-PA	213	222	175	228
ush-PA	0	6	110	0
ush-PB	27	0	12	47
ush-PC	0	54	0	25
ush-PD	0	0	0	0
ush-PE	27	0	12	47
Tspo-PA	83	89	132	147
CG2794-PA	287	309	115	131
Sf3b1-PA	307	353	179	280
Sf3b1-PB	307	353	179	280
cold-PA	11	15	25	29
cold-PB	11	15	25	29
Pph13-PA	0	0	0	0
Gsc-PC	0	0	0	0
Gsc-PD	0	0	0	0
Gsc-PE	0	0	0	0
Ptth-PG	0	1	2	0
Ptth-PE	0	0	0	0
Ptth-PF	0	0	5	5
Ipk2-PA	70	48	34	52
Nle-PA	341	482	112	160
CG11835-PA	8	4	4	7
CG11835-PB	8	4	4	7
CG11835-PC	8	4	4	7
CG11835-PD	8	4	4	7
Ets21C-PA	0	0	1	2
Ets21C-PB	0	0	1	0
Ets21C-PC	0	0	1	2
Ets21C-PD	0	0	1	2
Spp-PA	159	146	147	174
lwr-PA	24	27	11	18
lwr-PB	24	27	11	18
lwr-PC	24	27	11	18
lwr-PD	24	27	11	18
cbt-PA	164	129	231	400
cbt-PB	0	9	0	0
cbt-PC	0	9	0	0
CG4297-PC	55	43	83	80
CG4297-PD	55	43	83	80
crq-PA	45	41	98	125
crq-PB	45	41	98	125
crq-PD	45	41	98	125
crq-PE	45	41	98	125
crq-PC	45	41	98	125
CG11885-PA	39	37	15	41
CG13690-PA	79	99	38	69
CG4213-PA	69	38	80	86
CG4213-PB	69	38	80	86
Ent1-PA	47	50	51	71
Ent1-PB	47	50	51	71
Ent1-PC	47	50	51	71
CG31921-PA	0	0	3	4
CG11911-PA	11	4	67	53
CG11912-PA	3	1	5	18
dbr-PB	80	77	71	97
dbr-PC	80	77	71	97
dbr-PD	80	77	71	97
dbr-PE	80	77	71	97
dbr-PF	80	77	71	97
galectin-PA	222	309	251	297
galectin-PB	25	14	0	0
galectin-PE	124	103	99	146
galectin-PD	19	12	30	34
galectin-PF	0	0	0	0
CG11374-PC	4	5	22	10
Zir-PA	711	543	604	761
CG11377-PA	173	154	46	131
CG11377-PB	29	88	36	0
Gs1-PC	42	58	41	42
Gs1-PB	42	58	41	42
Gs1-PD	42	58	41	42
CG11454-PA	80	105	47	83
ND-15-PA	58	79	118	47
ND-15-PB	58	79	118	47
ND-15-PC	58	79	118	47
ND-15-PD	58	79	118	47
ND-15-PF	58	79	118	47
ND-15-PG	58	79	118	47
ND-15-PH	0	0	0	0
ND-15-PI	0	0	0	0
ND-15-PJ	58	79	118	47
ND-15-PK	58	79	118	47
CG3436-PA	199	262	153	190
CG3436-PC	199	262	153	190
mRpL10-PA	156	197	83	99
Tbc1d15-17-PA	34	36	32	47
Tbc1d15-17-PB	34	36	32	47
Tbc1d15-17-PC	34	36	32	47
CG13693-PA	7	8	16	4
CG3345-PA	9	6	5	10
smo-PA	301	318	171	297
CG11562-PA	63	81	38	63
Stip1-PA	1351	1414	756	1086
Pi3K21B-PB	163	169	92	131
Pi3K21B-PC	0	2	6	8
Pi3K21B-PD	0	2	6	8
Pi3K21B-PE	163	169	92	131
U2af38-PA	58	43	31	25
U2af38-PB	58	43	31	25
Amnionless-PA	7	2	15	7
Amnionless-PB	7	2	15	7
CG3625-PA	1	15	36	29
CG3625-PB	11	5	19	22
CG3625-PC	0	0	5	0
CG3625-PE	0	0	5	0
CG11601-PA	9	15	9	17
CG11601-PB	9	15	9	17
CG11601-PC	9	15	9	17
CG3645-PA	42	35	19	23
CG3645-PB	42	35	19	23
CG3645-PC	42	35	19	23
CG17075-PA	6	4	6	6
CG17075-PB	6	4	6	6
CG11617-PA	3	7	4	11
CG11617-PB	3	7	4	11
CG3709-PA	272	252	109	158
CG31974-PB	20	24	123	65
CG31974-PC	20	24	123	65
CG31974-PD	0	0	48	0
CG31975-PB	2	4	14	5
CG31975-PC	2	4	14	5
ovm-PC	1	1	2	0
ovm-PB	1	1	2	0
CG13694-PA	3	0	1	3
CG13694-PB	3	0	1	3
Nhe1-PB	137	155	142	205
net-PB	1	1	1	2
net-PC	1	1	1	2
Cda5-PA	3	5	13	0
Cda5-PB	7	3	18	0
Cda5-PF	0	4	0	24
Cda5-PG	0	0	0	0
Cda5-PH	9	8	0	0
Cda5-PI	12	3	0	21
Cda5-PJ	12	0	0	0
Cda5-PE	0	0	4	3
Ir21a-PB	9	11	9	19
l(2)gl-PB	61	116	462	270
l(2)gl-PD	7	0	0	0
l(2)gl-PE	7	0	0	0
l(2)gl-PF	7	0	0	0
l(2)gl-PC	161	169	162	217
l(2)gl-PA	161	169	162	217
l(2)gl-PG	161	169	162	217
l(2)gl-PH	161	169	162	217
l(2)gl-PI	161	169	162	217
l(2)gl-PJ	161	169	162	217
l(2)gl-PK	0	5	3	0
Spn77Bc-PA	8	3	6	10
Spn77Bc-PB	8	3	6	10
eRF1-PC	122	99	0	102
eRF1-PB	122	99	0	102
eRF1-PE	122	99	0	102
eRF1-PF	122	99	0	102
eRF1-PA	122	99	0	102
eRF1-PG	122	99	0	102
eRF1-PH	0	0	312	0
eRF1-PI	325	610	179	163
CG5618-PA	86	41	105	126
CG5618-PD	1	0	8	0
CG5618-PE	1	0	8	0
kin17-PA	132	155	118	149
CG5665-PB	11	0	0	7
CG5665-PC	0	5	0	0
in-PA	4	3	8	5
CG13247-PA	5	3	3	1
RhoBTB-PA	0	0	89	0
RhoBTB-PB	169	173	74	244
RhoBTB-PC	0	0	0	0
zye-PA	55	27	23	27
CG5872-PA	151	148	88	147
CG5872-PB	0	0	0	0
CG5910-PA	12	11	27	22
CG5910-PB	12	11	27	22
mag-PA	0	8	124	149
CG5955-PA	7	2	21	18
CG5969-PA	50	45	26	33
isoQC-PB	42	22	14	23
isoQC-PA	27	27	32	37
ND-39-PA	158	196	183	204
ND-39-PB	158	196	183	204
CG32425-PC	0	0	35	0
CG32425-PE	115	89	34	97
CG32425-PB	60	38	0	0
CG32425-PA	115	89	34	97
CG32425-PF	144	232	147	160
CG18281-PA	29	22	33	11
CG17637-PA	12	2	12	2
CG5078-PA	12	8	5	8
CG5104-PB	25	25	25	32
CG4858-PA	137	113	68	90
CG13250-PA	0	3	8	3
CG13250-PB	3	1	0	1
knrl-PA	5	3	16	7
knrl-PB	5	3	16	7
Rcd2-PA	82	89	82	82
CG4825-PA	9	127	5	6
CG4825-PB	124	0	63	70
mTerf3-PA	92	149	87	60
CG5059-PA	88	0	17	86
CG5059-PC	0	0	21	20
CG5059-PB	88	103	102	181
CG5059-PD	0	0	21	20
CG5059-PE	0	0	21	20
ZnT77C-PA	20	30	68	62
ZnT77C-PB	20	30	68	62
CG32428-PA	26	20	0	47
CG32428-PB	26	20	0	47
CG32428-PC	209	172	169	112
atk-PA	3	8	3	4
atk-PB	3	8	3	4
atk-PC	3	8	3	4
CG5199-PA	43	35	20	26
CG5199-PB	43	35	20	26
CG11796-PA	103	42	38	73
CG11796-PB	0	1	22	0
mRpL15-PA	328	387	125	220
Las-PC	81	92	51	71
CG5262-PA	48	45	63	75
CG5262-PB	48	45	63	75
CG5274-PB	25	27	14	23
CG5274-PA	25	27	14	23
CG5282-PA	7	2	1	10
CG13248-PA	4	4	13	13
trbl-PA	104	120	137	168
CG5498-PB	349	403	276	414
Ide-PB	427	451	321	406
Toll-9-PA	0	0	0	0
Toll-9-PB	1	2	2	3
Toll-9-PC	0	0	0	0
Rbbp5-PA	103	100	74	94
CG13251-PA	0	0	0	1
CG13252-PA	133	93	172	284
CG4186-PA	2	2	1	3
CG4186-PB	2	2	1	3
Pitslre-PA	428	478	346	483
Pitslre-PC	428	478	346	483
Pitslre-PE	0	0	0	0
Pitslre-PF	0	0	0	0
Pitslre-PG	0	0	0	0
Pex14-PA	116	107	150	136
tzn-PB	0	0	0	0
tzn-PA	118	145	100	85
tzn-PC	54	44	0	16
Spc105R-PA	4	30	206	161
Spc105R-PB	476	421	115	444
HIPP1-PA	374	643	344	367
HIPP1-PB	195	0	0	172
HIPP1-PC	0	0	27	0
HIPP1-PD	0	0	0	0
CG3288-PA	1	1	2	0
CG3288-PB	1	1	2	0
CG13255-PA	0	2	0	1
CG13255-PB	0	2	0	1
CG11456-PA	28	21	24	6
CG11456-PB	18	23	25	50
CG11456-PC	28	21	24	6
CG11458-PA	0	0	0	0
CG10589-PA	6	6	15	15
fng-PA	138	118	158	264
CG32432-PA	0	0	0	0
CG32432-PB	4	0	3	1
CSN3-PA	262	241	214	268
CG3634-PA	18	12	16	17
CG3634-PB	18	12	16	17
CG3634-PC	18	12	16	17
CG3698-PA	0	0	0	0
Six4-PA	229	252	86	148
Six4-PB	229	252	86	148
CG11396-PA	126	184	135	216
CG11399-PB	275	268	97	156
Pex16-PA	96	94	66	90
CG4042-PA	52	55	27	33
CG4042-PB	52	55	27	33
CG4074-PA	21	16	15	9
CG4074-PB	21	16	15	9
Gr77a-PA	23	14	57	30
cmpy-PB	0	0	0	0
cmpy-PC	1	0	1	0
cmpy-PD	1	0	1	0
kni-PA	5	0	7	1
kni-PB	0	0	0	0
CG10588-PA	3	1	0	1
CG10588-PB	3	1	0	1
CG12984-PA	2	3	0	3
CG12984-PB	0	0	0	0
CG10585-PA	45	44	18	40
CG10585-PB	45	44	18	40
Sin-PA	182	350	209	166
Sin-PC	0	25	0	0
siz-PC	82	0	0	0
siz-PB	76	100	177	63
siz-PA	0	29	69	35
siz-PD	0	0	0	80
CG33284-PA	0	0	0	0
ICA69-PA	1	2	0	1
ICA69-PB	1	2	0	1
CG10512-PA	9	0	26	0
CG10512-PB	0	0	0	15
CG10512-PC	19	31	35	39
CG10512-PD	19	31	35	39
CG10508-PI	2	0	0	3
CG10508-PJ	0	0	0	0
CG10508-PK	0	0	0	0
CG10508-PL	0	3	14	1
Ilk-PA	218	203	200	278
Ilk-PB	0	0	0	0
Eip78C-PA	0	1	0	1
Eip78C-PB	0	0	0	1
Eip78C-PD	0	1	0	1
Eip78C-PE	0	1	0	1
CG12975-PA	122	155	43	69
CG10510-PA	0	0	1	0
CG33056-PA	7	2	15	14
CG33056-PB	7	2	15	14
CG33056-PC	0	19	0	2
CG33056-PD	7	2	15	14
CG33056-PE	7	2	15	14
CG33054-PB	2	11	8	9
CG33054-PA	26	31	34	30
park-PB	18	27	15	16
park-PC	18	27	15	16
Ac78C-PD	0	0	0	0
Ac78C-PE	0	0	0	0
Ac78C-PB	4	7	22	15
Ac78C-PF	9	14	43	29
Ac78C-PC	7	0	0	0
CG10565-PA	837	872	299	461
CG10565-PB	837	872	299	461
ko-PA	64	50	52	60
ko-PB	64	50	52	60
CG33285-PA	2	7	1	1
CG10584-PA	43	43	24	32
skd-PC	352	325	62	7
skd-PD	352	325	62	7
skd-PE	137	87	212	452
skd-PF	1	1	260	91
CG33286-PB	0	0	2	2
CG33287-PB	0	0	0	0
CG12983-PB	0	0	0	0
CG12983-PC	0	0	0	0
CG12983-PD	2	0	0	0
CG12983-PF	0	0	0	0
CG12983-PE	0	0	0	0
CG10587-PA	0	0	0	0
CG10587-PC	0	0	0	0
CG10587-PD	0	0	0	0
CG11037-PA	0	0	1	0
Sems-PA	1	3	1	0
Cpr78Cb-PA	0	0	0	0
Cpr78Cb-PB	0	0	0	0
Cpr78Cc-PA	0	0	0	3
CG7632-PA	26	14	0	14
CG7632-PB	0	0	8	7
Tsr1-PA	1111	1145	295	524
CG32436-PA	10	3	11	9
CG32437-PA	1	1	0	2
CG32440-PA	0	0	0	0
CG33288-PC	18	31	26	20
Aef1-PA	9	11	0	15
Aef1-PC	9	11	0	15
Aef1-PB	9	11	0	15
Aef1-PD	202	200	82	113
CG7519-PA	67	68	31	43
CG7519-PB	0	0	0	0
Est-Q-PA	24	48	98	61
M6-PB	0	0	0	18
M6-PG	0	0	0	0
M6-PC	10	0	0	0
M6-PD	13	22	46	40
M6-PE	0	0	0	0
M6-PF	0	0	17	0
Cdk12-PB	153	168	104	135
Cdk12-PA	153	168	104	135
Cdk12-PC	153	168	104	135
CG7611-PE	29	28	28	37
CG7611-PG	29	28	28	37
CG7611-PB	29	28	28	37
CG7611-PH	29	28	28	37
CG7611-PC	29	28	28	37
CG7611-PD	29	28	28	37
CG7611-PA	29	28	28	37
CG7611-PI	29	28	28	37
CG7611-PJ	29	28	28	37
ppk5-PB	0	0	0	0
ppk5-PC	0	0	0	1
Rpn10-PA	277	300	228	245
Rpn10-PB	277	300	228	245
VhaM9,7-b-PA	31	36	79	73
VhaM9,7-b-PB	31	36	79	73
CG33290-PA	1	0	0	1
CG7634-PA	0	0	0	2
SMC5-PE	502	106	106	106
SMC5-PF	0	0	0	0
SMC5-PG	70	450	254	428
SMC5-PH	0	0	0	0
CG32441-PC	76	85	60	71
CG32441-PD	0	0	0	0
CRIF-PA	303	346	163	233
CG7173-PA	3	0	0	0
Wnk-PL	243	199	320	213
Wnk-PM	0	0	0	113
Wnk-PN	243	199	320	213
Wnk-PO	0	0	0	0
Mkrn1-PA	63	80	61	70
Mkrn1-PB	63	80	61	70
Mkrn1-PC	63	80	61	70
SAK-PA	145	160	80	176
Hr78-PC	43	54	38	58
Hr78-PA	51	0	0	2
Hr78-PD	43	54	38	58
Hr78-PB	43	54	38	58
Hr78-PE	43	54	38	58
Hr78-PF	43	54	38	58
CG7202-PA	1	2	1	2
Neu2-PA	6	8	0	4
Neu2-PB	0	1	2	1
croc-PA	4	3	12	10
CG5664-PA	59	49	57	106
CG5664-PB	0	7	0	0
barc-PC	155	182	118	129
barc-PA	155	182	118	129
sa-PA	0	3	2	7
CG12971-PB	0	0	0	0
CG12971-PC	0	2	0	0
ebd2-PA	18	26	15	24
ebd2-PB	18	26	15	24
CG7324-PA	590	446	553	277
CG7324-PB	0	53	228	502
Pc-PA	106	127	71	101
CG11309-PB	18	23	31	19
CG11309-PA	0	19	0	26
CG11309-PC	18	23	31	19
CG11309-PD	18	23	31	19
CG11309-PE	18	23	31	19
CG11309-PF	18	23	31	19
Cpr78Ca-PA	0	2	1	5
CG12974-PA	2	1	0	5
CG12974-PB	0	0	15	0
CG12974-PC	2	1	0	5
CG12974-PD	0	0	15	0
ppl-PA	64	85	64	70
CG9389-PA	7	1	7	0
CG9391-PA	57	80	108	75
CG9391-PC	57	80	108	75
CG11307-PC	46	50	45	56
CG11307-PD	46	50	45	56
CG11306-PA	114	97	103	156
CG11306-PB	114	97	103	156
ORMDL-PA	36	20	16	27
CG32444-PA	94	178	767	400
CG32445-PA	0	0	3	0
Atox1-PA	0	0	0	10
Atox1-PB	57	85	86	81
CG11249-PA	1	3	1	3
CG11248-PB	110	118	54	84
CG11248-PA	110	118	54	84
CG11248-PC	110	118	54	84
Rpb8-PA	148	266	92	115
CG14573-PA	1	0	1	1
CG14572-PA	12	0	0	2
CG14564-PA	1	0	0	0
CG7370-PA	0	0	3	0
eg-PB	0	0	0	0
eg-PA	0	0	0	0
eg-PC	0	0	1	0
CycH-PA	96	123	104	95
CG7407-PA	27	27	23	16
CG7414-PA	709	954	539	736
CG7414-PC	59	35	23	32
CG7414-PD	709	954	539	736
CG7414-PE	59	35	23	32
CG14563-PA	1	1	0	2
P5CDh1-PA	82	77	65	78
P5CDh1-PB	82	77	65	78
P5CDh1-PD	82	77	65	78
P5CDh1-PF	82	77	65	78
P5CDh1-PE	82	77	65	78
CG7148-PA	35	39	19	47
CG32448-PB	22	37	16	29
CG32448-PC	22	37	16	29
Syn1-PB	0	0	0	0
Syn1-PC	16	1	1	2
Syn1-PD	0	0	0	0
Syn1-PE	0	10	7	17
CG14565-PA	24	9	0	1
CG14566-PA	2	2	4	3
CG14566-PB	2	2	4	3
CG14567-PA	20	3	28	24
CG14568-PA	23	1	16	5
CG14569-PA	2	3	0	0
CG14570-PA	4	10	3	5
CG11247-PB	33	19	21	32
CG11247-PA	33	19	21	32
CG11247-PC	33	19	21	32
CG11247-PD	39	41	54	38
CG32447-PB	0	4	0	0
CG32447-PC	0	0	1	2
CG32447-PD	3	0	0	0
Als2-PA	231	251	187	273
Cpr78E-PA	4	4	11	2
MED1-PA	182	113	148	168
MED1-PB	102	131	101	76
MED1-PC	26	53	0	94
CG7166-PB	0	0	1	0
CG7166-PC	0	0	1	0
S1P-PA	108	144	69	149
SLC22A-PA	27	13	46	45
CG14562-PA	87	86	61	81
CG14562-PB	87	86	61	81
CG7458-PA	169	225	60	96
CS-2-PC	5	20	81	0
CS-2-PD	2	8	36	46
CG7470-PA	51	78	101	80
CG7470-PB	51	78	101	80
Act79B-PA	11	15	7	25
Act79B-PB	11	15	7	25
Oct-TyrR-PA	3	9	3	12
Oct-TyrR-PB	3	9	3	12
CG14561-PA	4	6	2	9
CG14561-PB	4	6	2	9
RpLP0-PA	1337	1421	669	980
RpLP0-PB	1337	1421	669	980
msopa-PA	0	0	0	0
msopa-PB	0	0	0	0
CG7130-PA	9	7	12	16
CG7133-PA	70	90	32	69
CG7139-PA	318	244	252	388
CG7140-PB	0	0	0	1
DNApol-eta-PA	581	593	239	568
Ddx1-PA	202	246	146	246
Csp-PA	28	53	85	35
Csp-PB	8	0	0	0
Csp-PC	10	0	0	0
Csp-PF	8	0	0	0
Csp-PD	43	39	34	52
Csp-PE	43	39	34	52
Srpk79D-PB	0	0	0	0
Srpk79D-PH	0	0	0	0
Srpk79D-PE	0	0	0	0
Srpk79D-PF	0	0	0	0
Srpk79D-PI	0	5	0	5
Srpk79D-PJ	0	0	0	0
Srpk79D-PK	0	0	0	0
Srpk79D-PL	5	0	0	4
Srpk79D-PM	17	0	29	13
Srpk79D-PN	0	0	0	0
Srpk79D-PO	0	0	0	0
IleRS-PA	499	520	244	331
IleRS-PC	499	520	244	331
IleRS-PD	499	520	244	331
CG32450-PA	1	0	9	1
CG11449-PA	0	0	1	0
CG11438-PA	5	2	0	0
CG11438-PB	5	2	0	0
CG11437-PA	0	0	0	0
CG11426-PA	1	12	91	40
CG11425-PA	15	5	15	8
laza-PA	21	19	10	3
Ten-m-PB	127	113	0	85
Ten-m-PE	148	118	767	370
Ten-m-PD	0	0	0	0
Hem-PA	452	381	375	461
CG11523-PA	68	60	28	69
Rich-PA	123	123	120	102
Rich-PB	123	123	120	102
CG11404-PA	0	0	0	0
CG11404-PB	0	0	0	0
Trxr-2-PA	0	0	0	0
ND-B14,5AL-PA	0	0	0	0
CG14457-PA	0	1	0	0
CG14457-PB	0	0	0	8
CG14457-PC	0	3	0	0
CG14456-PA	0	0	2	0
CG14456-PB	0	0	0	0
CG14453-PA	0	0	5	0
CG14452-PA	0	0	0	0
CG32453-PA	0	0	0	0
CG32453-PB	0	0	0	0
CG11370-PA	0	0	0	0
CG11370-PB	0	0	0	0
CG32452-PA	77	73	47	55
CG32452-PB	77	73	47	55
CG32452-PC	77	73	47	55
CG11367-PA	20	23	8	21
CG32454-PA	2	3	3	6
CG7369-PA	103	94	70	139
SPoCk-PA	81	2	73	38
SPoCk-PC	227	84	0	49
SPoCk-PB	38	44	16	100
SPoCk-PD	39	38	0	27
SPoCk-PE	44	183	97	125
SPoCk-PF	44	183	97	125
SPoCk-PG	10	0	0	0
CG14448-PA	0	0	0	0
l(3)04053-PA	87	65	41	78
CG11241-PA	1	39	62	67
CG11241-PB	21	0	0	0
CG11241-PC	21	0	0	0
CG14450-PA	61	73	66	64
CG14450-PB	0	0	0	0
CG14451-PA	14	15	9	5
ArfGAP3-PA	48	1	28	31
ArfGAP3-PB	48	1	28	31
ArfGAP3-PC	48	1	28	31
ArfGAP3-PH	0	176	0	0
ArfGAP3-PE	0	148	139	51
ArfGAP3-PF	191	11	11	4
ArfGAP3-PG	0	0	0	134
CG12546-PA	0	0	0	0
CG14454-PA	0	0	0	0
CG14454-PB	0	0	0	0
CG14455-PB	0	0	0	1
CG14459-PC	0	0	0	0
CG14459-PE	0	0	0	0
CG14459-PD	0	0	0	0
CG11226-PA	0	5	5	0
CG13239-PA	0	0	0	0
CG33169-PA	0	1	0	0
CG33169-PC	0	1	0	0
CG11109-PB	71	49	27	84
CG11109-PA	29	27	22	3
Ssl1-PA	31	29	11	23
Ssl1-PB	31	29	11	23
slif-PA	21	25	35	20
slif-PC	21	25	35	20
slif-PB	21	25	35	20
CG11131-PA	0	0	0	0
CG11131-PB	0	0	0	0
BoYb-PA	167	226	44	91
CG12768-PA	5	3	4	9
CG12768-PB	5	3	4	9
CG12768-PC	5	3	4	9
CG12768-PD	5	3	4	9
Mes2-PB	93	77	11	66
Mes2-PC	8	7	40	36
CG32457-PB	0	1	0	2
CG32457-PC	0	0	3	0
CG32461-PA	0	0	0	0
Chro-PB	213	200	105	172
Chro-PC	213	200	105	172
Chro-PA	213	200	105	172
Chro-PD	213	200	105	172
Chro-PE	213	200	105	172
Arf79F-PA	71	79	63	100
Arf79F-PB	71	79	63	100
Arf79F-PE	71	79	63	100
Arf79F-PC	71	79	63	100
Arf79F-PF	71	79	63	100
Arf79F-PH	71	79	63	100
Arf79F-PI	71	79	63	100
